id,value,location,count,type,title
412,1963,S117,2,sintagmi,La città smarrita nella neve
413,1964,S118,4,frasi,La distanza della Luna
414,1964,S118,0,misto,La distanza della Luna
415,1964,S118,3,parole,La distanza della Luna
416,1964,S118,3,sintagmi,La distanza della Luna
417,1964,S119,1,frasi,Sul far del giorno
418,1964,S119,0,misto,Sul far del giorno
419,1964,S119,1,parole,Sul far del giorno
420,1964,S119,2,sintagmi,Sul far del giorno
421,1964,S120,1,frasi,Un segno nello spazio
422,1964,S120,0,misto,Un segno nello spazio
423,1964,S120,1,parole,Un segno nello spazio
424,1964,S120,1,sintagmi,Un segno nello spazio
425,1964,S121,0,frasi,Tutto in un punto
426,1964,S121,0,misto,Tutto in un punto
427,1964,S121,1,parole,Tutto in un punto
428,1964,S121,3,sintagmi,Tutto in un punto
429,1965,S122,3,frasi,Senza colori
430,1965,S122,0,misto,Senza colori
431,1965,S122,1,parole,Senza colori
432,1965,S122,0,sintagmi,Senza colori
433,1965,S123,1,frasi,Fino a che dura il Sole
434,1965,S123,3,misto,Fino a che dura il Sole
435,1965,S123,3,parole,Fino a che dura il Sole
436,1965,S123,4,sintagmi,Fino a che dura il Sole
437,1965,S124,0,frasi,Lo zio acquatico
438,1965,S124,0,misto,Lo zio acquatico
439,1965,S124,1,parole,Lo zio acquatico
440,1965,S124,2,sintagmi,Lo zio acquatico
441,1965,S125,2,frasi,La Luna come un fungo
442,1965,S125,1,misto,La Luna come un fungo
443,1965,S125,1,parole,La Luna come un fungo
444,1965,S125,0,sintagmi,La Luna come un fungo
445,1965,S126,3,frasi,Giochi senza fine
446,1965,S126,1,misto,Giochi senza fine
447,1965,S126,0,parole,Giochi senza fine
448,1965,S126,0,sintagmi,Giochi senza fine
449,1965,S127,2,frasi,I meteoriti
450,1965,S127,2,misto,I meteoriti
451,1965,S127,2,parole,I meteoriti
452,1965,S127,3,sintagmi,I meteoriti
453,1965,S128,0,frasi,La forma dello spazio
454,1965,S128,0,misto,La forma dello spazio
455,1965,S128,2,parole,La forma dello spazio
456,1965,S128,3,sintagmi,La forma dello spazio
457,1965,S129,0,frasi,Quanto scommettiamo
458,1965,S129,0,misto,Quanto scommettiamo
459,1965,S129,3,parole,Quanto scommettiamo
460,1965,S129,0,sintagmi,Quanto scommettiamo
461,1965,S130,2,frasi,I Dinosauri
462,1965,S130,3,misto,I Dinosauri
463,1965,S130,4,parole,I Dinosauri
464,1965,S130,2,sintagmi,I Dinosauri
465,1965,S131,2,frasi,Gli anni-luce
466,1965,S131,2,misto,Gli anni-luce
467,1965,S131,0,parole,Gli anni-luce
468,1965,S131,0,sintagmi,Gli anni-luce
469,1965,S132,3,frasi,La spirale
470,1965,S132,1,misto,La spirale
471,1965,S132,5,parole,La spirale
472,1965,S132,6,sintagmi,La spirale
473,1966,S133,2,frasi,Ti con zero
474,1966,S133,0,misto,Ti con zero
475,1966,S133,7,parole,Ti con zero
476,1966,S133,5,sintagmi,Ti con zero
477,1967,S134,2,frasi,I. Mitosi
478,1967,S134,2,misto,I. Mitosi
479,1967,S134,2,parole,I. Mitosi
480,1967,S134,1,sintagmi,I. Mitosi
481,1967,S135,1,frasi,L'inseguimento
482,1967,S135,0,misto,L'inseguimento
483,1967,S135,1,parole,L'inseguimento
484,1967,S135,1,sintagmi,L'inseguimento
485,1967,S136,1,frasi,I cristalli
486,1967,S136,1,misto,I cristalli
487,1967,S136,1,parole,I cristalli
488,1967,S136,1,sintagmi,I cristalli
489,1967,S137,1,frasi,L'origine degli uccelli
490,1967,S137,0,misto,L'origine degli uccelli
491,1967,S137,2,parole,L'origine degli uccelli
492,1967,S137,3,sintagmi,L'origine degli uccelli
493,1967,S138,1,frasi,La memoria del mondo
494,1967,S138,0,misto,La memoria del mondo
495,1967,S138,1,parole,La memoria del mondo
496,1967,S138,0,sintagmi,La memoria del mondo
497,1967,S139,1,frasi,Il sangue, il mare
498,1967,S139,0,misto,Il sangue, il mare
499,1967,S139,2,parole,Il sangue, il mare
500,1967,S139,1,sintagmi,Il sangue, il mare
501,1967,S140,3,frasi,Il guidatore notturno
502,1967,S140,0,misto,Il guidatore notturno
503,1967,S140,0,parole,Il guidatore notturno
504,1967,S140,1,sintagmi,Il guidatore notturno
505,1967,S141,0,frasi,La molle Luna
506,1967,S141,1,misto,La molle Luna
507,1967,S141,6,parole,La molle Luna
508,1967,S141,2,sintagmi,La molle Luna
509,1967,S142,5,frasi,II. Meiosi
510,1967,S142,1,misto,II. Meiosi
511,1967,S142,0,parole,II. Meiosi
512,1967,S142,1,sintagmi,II. Meiosi
513,1967,S143,4,frasi,III. Morte
514,1967,S143,1,misto,III. Morte
515,1967,S143,1,parole,III. Morte
516,1967,S143,0,sintagmi,III. Morte
517,1967,S144,9,frasi,Il conte di Montecristo
518,1967,S144,1,misto,Il conte di Montecristo
519,1967,S144,2,parole,Il conte di Montecristo
520,1967,S144,1,sintagmi,Il conte di Montecristo
521,1968,S145,2,frasi,Le figlie della Luna
522,1968,S145,0,misto,Le figlie della Luna
523,1968,S145,1,parole,Le figlie della Luna
524,1968,S145,1,sintagmi,Le figlie della Luna
525,1968,S146,1,frasi,Il cielo di pietra
526,1968,S146,0,misto,Il cielo di pietra
527,1968,S146,0,parole,Il cielo di pietra
528,1968,S146,2,sintagmi,Il cielo di pietra
529,1968,S147,5,frasi,Tempesta solare
530,1968,S147,1,misto,Tempesta solare
531,1968,S147,0,parole,Tempesta solare
532,1968,S147,2,sintagmi,Tempesta solare
533,1968,S148,1,frasi,Le conchiglie e il tempo
534,1968,S148,1,misto,Le conchiglie e il tempo
535,1968,S148,1,parole,Le conchiglie e il tempo
536,1968,S148,3,sintagmi,Le conchiglie e il tempo
537,1969,S149,2,frasi,La decapitazione dei capi
538,1969,S149,0,misto,La decapitazione dei capi
539,1969,S149,1,parole,La decapitazione dei capi
540,1969,S149,1,sintagmi,La decapitazione dei capi
541,1971,S150,4,frasi,Dall'opaco
542,1971,S150,1,misto,Dall'opaco
543,1971,S150,3,parole,Dall'opaco
544,1971,S150,5,sintagmi,Dall'opaco
545,1972,S151,6,frasi,Il nome, il naso
546,1972,S151,1,misto,Il nome, il naso
547,1972,S151,8,parole,Il nome, il naso
548,1972,S151,3,sintagmi,Il nome, il naso
549,1973,S152,25,frasi,La taverna dei destini incrociati
550,1973,S152,7,misto,La taverna dei destini incrociati
551,1973,S152,18,parole,La taverna dei destini incrociati
552,1973,S152,15,sintagmi,La taverna dei destini incrociati
553,1974,S153,1,frasi,Ricordo di una battaglia
554,1974,S153,1,misto,Ricordo di una battaglia
555,1974,S153,0,parole,Ricordo di una battaglia
556,1974,S153,1,sintagmi,Ricordo di una battaglia
557,1974,S154,1,frasi,Autobiografia di uno spettatore
558,1974,S154,1,misto,Autobiografia di uno spettatore
559,1974,S154,4,parole,Autobiografia di uno spettatore
560,1974,S154,5,sintagmi,Autobiografia di uno spettatore
561,1974,S155,3,frasi,La pompa di benzina
562,1974,S155,0,misto,La pompa di benzina
563,1974,S155,1,parole,La pompa di benzina
564,1974,S155,0,sintagmi,La pompa di benzina
565,1975,S156,3,frasi,La glaciazione
566,1975,S156,0,misto,La glaciazione
567,1975,S156,0,parole,La glaciazione
568,1975,S156,0,sintagmi,La glaciazione
569,1975,S157,3,frasi,L'uomo di Neanderthal
570,1975,S157,1,misto,L'uomo di Neanderthal
571,1975,S157,0,parole,L'uomo di Neanderthal
572,1975,S157,0,sintagmi,L'uomo di Neanderthal
573,1975,S158,3,frasi,Montezuma
574,1975,S158,0,misto,Montezuma
575,1975,S158,2,parole,Montezuma
576,1975,S158,0,sintagmi,Montezuma
577,1975,S159,0,frasi,Prima che tu dica «Pronto»
578,1975,S159,1,misto,Prima che tu dica «Pronto»
579,1975,S159,2,parole,Prima che tu dica «Pronto»
580,1975,S159,2,sintagmi,Prima che tu dica «Pronto»
581,1975,S160,1,frasi,La corsa delle giraffe
582,1975,S160,0,misto,La corsa delle giraffe
583,1975,S160,0,parole,La corsa delle giraffe
584,1975,S160,0,sintagmi,La corsa delle giraffe
585,1975,S162,0,frasi,Il fischio del merlo
586,1975,S162,0,misto,Il fischio del merlo
587,1975,S162,0,parole,Il fischio del merlo
588,1975,S162,1,sintagmi,Il fischio del merlo
589,1975,S163,0,frasi,Del prendersela coi giovani
590,1975,S163,0,misto,Del prendersela coi giovani
591,1975,S163,2,parole,Del prendersela coi giovani
592,1975,S163,0,sintagmi,Del prendersela coi giovani
593,1975,S164,3,frasi,Lettura di un'onda
594,1975,S164,0,misto,Lettura di un'onda
595,1975,S164,1,parole,Lettura di un'onda
596,1975,S164,0,sintagmi,Lettura di un'onda
597,1976,S166,0,frasi,Un chilo e mezzo di grasso d'oca
598,1976,S166,1,misto,Un chilo e mezzo di grasso d'oca
599,1976,S166,0,parole,Un chilo e mezzo di grasso d'oca
600,1976,S166,2,sintagmi,Un chilo e mezzo di grasso d'oca
601,1976,S167,0,frasi,Altre città
602,1976,S167,0,misto,Altre città
603,1976,S167,3,parole,Altre città
604,1976,S167,0,sintagmi,Altre città
605,1976,S168,1,frasi,Serpenti e teschi
606,1976,S168,0,misto,Serpenti e teschi
607,1976,S168,3,parole,Serpenti e teschi
608,1976,S168,0,sintagmi,Serpenti e teschi
609,1976,S169,1,frasi,Il richiamo dell'acqua
610,1976,S169,0,misto,Il richiamo dell'acqua
611,1976,S169,1,parole,Il richiamo dell'acqua
612,1976,S169,2,sintagmi,Il richiamo dell'acqua
613,1977,S170,2,frasi,L'aiola di sabbia
614,1977,S170,0,misto,L'aiola di sabbia
615,1977,S170,0,parole,L'aiola di sabbia
616,1977,S170,0,sintagmi,L'aiola di sabbia
617,1977,S171,2,frasi,La poubelle agréée
618,1977,S171,2,misto,La poubelle agréée
619,1977,S171,6,parole,La poubelle agréée
620,1977,S171,1,sintagmi,La poubelle agréée
621,1977,S172,2,frasi,Il seno nudo
622,1977,S172,0,misto,Il seno nudo
623,1977,S172,0,parole,Il seno nudo
624,1977,S172,2,sintagmi,Il seno nudo
625,1978,S174,0,frasi,Parafrasi
626,1978,S174,0,misto,Parafrasi
627,1978,S174,1,parole,Parafrasi
628,1978,S174,0,sintagmi,Parafrasi
629,1978,S175,1,frasi,Lo specchio e il bersaglio
630,1978,S175,2,misto,Lo specchio e il bersaglio
631,1978,S175,5,parole,Lo specchio e il bersaglio
632,1978,S175,2,sintagmi,Lo specchio e il bersaglio
633,1980,S176,0,frasi,La coscienza a posto
634,1980,S176,0,misto,La coscienza a posto
635,1980,S176,1,parole,La coscienza a posto
636,1980,S176,0,sintagmi,La coscienza a posto
637,1980,S177,4,frasi,Quattro favole d'Esopo per Valerio Adami
638,1980,S177,0,misto,Quattro favole d'Esopo per Valerio Adami
